ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
42084,Plattsburg Public School,Wallsend,2287,Primary,Major Cities,-32.8964,151.669,69,Government,School Single Entity,Department of Education NSW,K-6,898,63,22,12,3,11,14,4,2.4,226,117,109,226,23,13
43088,Mulyan Public School,Cowra,2794,Primary,Inner Regional,-33.8225,148.688,72,Government,School Single Entity,Department of Education NSW,K-6,890,63,25,10,2,15,16.6,2,2.6,294,145,149,294,26,3
42085,Scone Public School,Scone,2337,Primary,Inner Regional,-32.0494,150.864,76,Government,School Single Entity,Department of Education NSW,"U, K-6",951,47,31,17,5,26,26.7,5,4.4,419,198,221,419,13,4
43016,Mumbil Public School,Mumbil,2820,Primary,Outer Regional,-32.7224,149.053,,Government,School Single Entity,Department of Education NSW,K-6,830,90,10,0,0,2,1.4,4,0.9,12,5,7,12,25,0
42262,Mummulgum Public School,Mummulgum,2469,Primary,Inner Regional,-28.848,152.802,,Government,School Single Entity,Department of Education NSW,K-6,889,61,28,11,0,2,2,2,1.1,16,7,9,16,25,6
42088,Woy Woy Public School,Woy Woy,2256,Primary,Major Cities,-33.4917,151.328,77,Government,School Single Entity,Department of Education NSW,"U, P-6",980,36,31,21,13,27,31.5,12,10.5,449,207,242,449,13,17
42458,Mungindi Central School,Mungindi,2406,Combined,Remote,-28.9802,148.991,,Government,School Single Entity,Department of Education NSW,P-12,760,79,16,5,0,10,14.2,6,6.6,72,39,33,72,65,68
42610,Murringo Public School,Murringo,2586,Primary,Outer Regional,-34.2973,148.515,71,Government,School Single Entity,Department of Education NSW,K-6,936,45,39,14,1,2,2.5,2,0.9,44,20,24,44,9,0
42611,Murrumburrah Public School,Murrumburrah,2587,Primary,Inner Regional,-34.5508,148.36,74,Government,School Single Entity,Department of Education NSW,"U, K-6",924,55,27,12,6,9,11.3,4,3,180,88,92,180,19,7
42336,Murwillumbah East Public School,Murwillumbah,2484,Primary,Major Cities,-28.3209,153.405,77,Government,School Single Entity,Department of Education NSW,"U, K-6",956,47,32,16,5,18,16.3,8,5.5,236,117,119,236,11,10
42263,Murwillumbah Public School,Murwillumbah,2484,Primary,Major Cities,-28.3299,153.391,79,Government,School Single Entity,Department of Education NSW,K-6,964,42,34,18,6,16,17,5,2.6,286,155,131,286,12,8
42264,Nabiac Public School,Nabiac,2312,Primary,Inner Regional,-32.0975,152.382,70,Government,School Single Entity,Department of Education NSW,K-6,916,56,28,12,3,12,13,3,2.5,217,98,119,217,17,1
42265,Nambucca Heads Public School,Nambucca Heads,2448,Primary,Outer Regional,-30.6417,153.006,74,Government,School Single Entity,Department of Education NSW,K-6,935,47,30,18,6,13,16.6,4,2.9,307,151,156,307,21,7
42266,Nana Glen Public School,Nana Glen,2450,Primary,Outer Regional,-30.1356,153.006,78,Government,School Single Entity,Department of Education NSW,K-6,963,45,28,19,7,7,8.8,3,1.7,143,72,71,143,10,6
42612,Nangus Public School,Nangus,2722,Primary,Inner Regional,-35.0539,147.909,,Government,School Single Entity,Department of Education NSW,K-6,922,64,24,11,2,1,1.9,3,0.7,22,13,9,22,9,0
42103,Wadalba Community School,Wadalba,2259,Combined,Major Cities,-33.2648,151.467,75,Government,School Single Entity,Department of Education NSW,"U, K-12",958,45,33,16,5,109,111,31,23.3,1593,753,840,1592.6,12,9
42613,Naradhan Public School,Naradhan,2669,Primary,Remote,-33.6156,146.327,,Government,School Single Entity,Department of Education NSW,K-6,900,38,25,33,4,1,1.3,2,1.2,11,4,7,11,45,0
42886,Nareena Hills Public School,Figtree,2525,Primary,Major Cities,-34.4258,150.848,90,Government,School Single Entity,Department of Education NSW,K-6,1085,10,21,32,37,13,13.6,3,2.6,252,128,124,252,0,18
42796,Narooma Public School,Narooma,2546,Primary,Outer Regional,-36.2186,150.137,76,Government,School Single Entity,Department of Education NSW,K-6,943,42,31,19,9,19,23.7,5,4.4,408,178,230,408,23,4
42459,Narrabri Public School,Narrabri,2390,Primary,Outer Regional,-30.3249,149.785,69,Government,School Single Entity,Department of Education NSW,"U, K-6",861,66,21,12,2,21,25.2,8,5.2,394,193,201,394,38,6
42460,Narrabri West Public School,Narrabri,2390,Primary,Outer Regional,-30.3448,149.764,75,Government,School Single Entity,Department of Education NSW,P-6,911,55,30,11,4,19,22.4,6,5.2,330,188,142,330,26,2
42614,Narrandera Public School,Narrandera,2700,Primary,Outer Regional,-34.7445,146.548,67,Government,School Single Entity,Department of Education NSW,K-6,839,71,19,7,3,14,16,7,5.5,247,127,120,247,37,4
42342,Narranga Public School,Coffs Harbour,2450,Primary,Inner Regional,-30.2922,153.104,80,Government,School Single Entity,Department of Education NSW,K-6,962,40,31,20,8,33,37.6,14,5.8,670,339,331,670,13,12
43017,Narromine Public School,Narromine,2821,Primary,Outer Regional,-32.2299,148.244,68,Government,School Single Entity,Department of Education NSW,"U, K-6",793,72,18,8,2,17,18.7,7,5.7,293,143,150,293,62,2
43018,Nashdale Public School,Nashdale,2800,Primary,Inner Regional,-33.2938,149.013,96,Government,School Single Entity,Department of Education NSW,K-6,1074,7,24,39,30,5,7.2,3,1.7,132,50,82,132,2,4
43359,Nazareth Catholic Primary School,Shellharbour City,2529,Primary,Major Cities,-34.5687,150.836,85,Catholic,School Single Entity,Catholic Schools NSW,K-6,1043,14,35,33,19,28,22.6,14,9,379,184,195,379,2,17
42461,Nemingha Public School,Nemingha,2340,Primary,Inner Regional,-31.1265,151.004,80,Government,School Single Entity,Department of Education NSW,K-6,1006,25,34,27,14,11,13.6,3,2.4,216,113,103,216,8,1
43019,Neville Public School,Neville,2799,Primary,Outer Regional,-33.7087,149.217,,Government,School Single Entity,Department of Education NSW,K-6,960,52,39,9,0,2,1.3,3,1,17,8,9,17,0,0
42506,Newling Public School,Armidale,2350,Primary,Inner Regional,-30.5229,151.677,68,Government,School Single Entity,Department of Education NSW,K-6,763,84,11,4,0,3,7.4,2,1.8,83,46,37,83,65,1
42267,Newrybar Public School,Newrybar,2479,Primary,Inner Regional,-28.7171,153.533,,Government,School Single Entity,Department of Education NSW,K-6,1064,16,21,30,34,2,2.5,2,0.9,39,24,15,39,0,13
42462,Niangala Public School,Niangala,2354,Primary,Outer Regional,-31.298,151.409,,Government,School Single Entity,Department of Education NSW,K-6,,,,,,3,1.3,1,1,4,3,1,4,50,0
42268,Nimbin Central School,Nimbin,2480,Combined,Inner Regional,-28.5959,153.221,,Government,School Single Entity,Department of Education NSW,K-12,963,38,31,20,10,17,24.3,7,6.5,244,120,124,243.9,18,17
42795,Nimmitabel Public School,Nimmitabel,2631,Primary,Outer Regional,-36.5109,149.29,77,Government,School Single Entity,Department of Education NSW,K-6,1010,32,32,14,22,1,2.7,2,0.9,32,20,12,32,0,0
42158,Norfolk Island Central School,Norfolk Island,2899,Combined,Very Remote,-29.041,167.968,79,Government,School Single Entity,Department of Education NSW,K-12,1006,23,35,29,13,23,24.5,,,281,132,149,280.2,0,63
42151,Ocean Shores Public School,Ocean Shores,2483,Primary,Inner Regional,-28.4912,153.54,90,Government,School Single Entity,Department of Education NSW,"U, K-6",1049,12,33,31,25,21,19.8,9,6,309,152,157,309,5,18
42363,North East Public School of Distance Education,Port Macquarie,2444,Primary,Inner Regional,-31.4299,152.914,,Government,School Single Entity,Department of Education NSW,K-6,1016,23,31,26,19,14,24,5,7,287,127,160,287,6,5
42338,North Haven Public School,North Haven,2443,Primary,Inner Regional,-31.6338,152.82,84,Government,School Single Entity,Department of Education NSW,K-6,970,36,34,20,10,14,14.5,3,2.8,226,115,111,226,14,5
42892,North Nowra Public School,North Nowra,2541,Primary,Inner Regional,-34.8556,150.577,69,Government,School Single Entity,Department of Education NSW,"U, K-6",901,66,23,10,1,13,15.4,7,5.4,211,114,97,211,18,5
42156,Bonville Public School,Bonville,2450,Primary,Inner Regional,-30.3798,153.032,,Government,School Single Entity,Department of Education NSW,K-6,1000,27,36,27,10,7,7.1,2,1.7,126,57,69,126,6,11
42463,North Star Public School,North Star,2408,Primary,Outer Regional,-28.9267,150.393,,Government,School Single Entity,Department of Education NSW,K-6,999,28,30,33,10,2,2.5,2,0.9,24,11,13,24,4,22
42636,North Wagga Public School,Wagga Wagga,2650,Primary,Inner Regional,-35.0962,147.38,76,Government,School Single Entity,Department of Education NSW,K-6,989,32,33,22,13,14,16.1,2,2.5,273,122,151,273,10,6
42171,The Channon Public School,The Channon,2480,Primary,Inner Regional,-28.6751,153.28,,Government,School Single Entity,Department of Education NSW,K-6,1057,10,26,43,22,2,2.5,2,0.9,31,11,20,31,3,17
42464,Nowendoc Public School,Nowendoc,2354,Primary,Outer Regional,-31.483,151.715,,Government,School Single Entity,Department of Education NSW,K-6,,,,,,1,1.3,2,1,2,1,1,2,50,0
42172,Pacific Palms Public School,Boomerang Beach,2428,Primary,Inner Regional,-32.341,152.539,80,Government,School Single Entity,Department of Education NSW,K-6,1000,28,33,26,13,14,16.8,5,2.9,308,127,181,308,9,6
42866,Nowra East Public School,Nowra East,2541,Primary,Inner Regional,-34.8824,150.608,67,Government,School Single Entity,Department of Education NSW,"U, P-6",769,87,10,3,0,28,29.8,12,11.2,359,187,172,359,51,6
42860,Nowra Hill Public School,Nowra,2541,Primary,Inner Regional,-34.9354,150.566,75,Government,School Single Entity,Department of Education NSW,K-6,973,39,36,19,5,8,8.6,3,1.9,143,75,68,143,10,4
42797,Nowra Public School,Nowra,2541,Primary,Inner Regional,-34.8794,150.601,71,Government,School Single Entity,Department of Education NSW,"U, K-6",900,58,28,11,3,38,42.5,10,9.5,604,302,302,604,28,4
42465,Nundle Public School,Nundle,2340,Primary,Outer Regional,-31.4597,151.127,71,Government,School Single Entity,Department of Education NSW,K-6,923,53,28,13,6,4,3.9,3,1.4,56,24,32,56,18,2
42269,Nymboida Public School,Nymboida,2460,Primary,Outer Regional,-29.9475,152.728,,Government,School Single Entity,Department of Education NSW,K-6,947,47,36,6,11,1,1.3,3,1.2,17,7,10,17,18,6
43020,Nyngan Public School,Nyngan,2825,Primary,Remote,-31.5684,147.195,70,Government,School Single Entity,Department of Education NSW,K-6,837,68,20,9,4,8,11,4,2.9,122,62,60,122,52,6
42841,Oak Flats Public School,Oak Flats,2529,Primary,Major Cities,-34.5626,150.818,78,Government,School Single Entity,Department of Education NSW,P-6,972,39,35,19,7,23,26.6,9,4.6,445,231,214,445,9,9
42615,Oaklands Central School,Oaklands,2646,Combined,Outer Regional,-35.5527,146.172,,Government,School Single Entity,Department of Education NSW,K-12,961,49,29,18,5,7,9.6,4,3.8,64,33,31,63.6,3,5
43021,Oberon Public School,Oberon,2787,Primary,Inner Regional,-33.7033,149.865,70,Government,School Single Entity,Department of Education NSW,K-6,919,65,26,8,1,11,13.5,6,2.5,217,107,110,217,10,7
43022,O'Connell Public School,O'Connell,2795,Primary,Inner Regional,-33.5245,149.72,80,Government,School Single Entity,Department of Education NSW,K-6,1051,18,20,35,27,3,3.7,3,1.5,65,32,33,65,0,0
42270,Old Bar Public School,Old Bar,2430,Primary,Inner Regional,-31.9723,152.589,77,Government,School Single Entity,Department of Education NSW,"U, K-6",968,39,33,19,10,26,29.7,5,5,516,249,267,516,13,3
42271,Old Bonalbo Public School,Old Bonalbo,2469,Primary,Outer Regional,-28.6546,152.597,,Government,School Single Entity,Department of Education NSW,K-6,771,88,12,0,0,1,1.4,3,0.9,11,5,6,11,55,0
42350,Orama Public School,Thora,2454,Primary,Outer Regional,-30.4325,152.692,,Government,School Single Entity,Department of Education NSW,K-6,953,33,36,20,11,2,2.6,1,0.9,28,15,13,28,25,7
43083,Orana Heights Public School,Dubbo,2830,Primary,Inner Regional,-32.2525,148.627,74,Government,School Single Entity,Department of Education NSW,"U, K-6",912,47,33,14,6,34,44.3,11,9,698,346,352,698,34,9
43023,Orange East Public School,Orange,2800,Primary,Inner Regional,-33.2821,149.114,71,Government,School Single Entity,Department of Education NSW,K-6,933,50,30,15,5,14,15.3,4,2.5,264,116,148,264,18,6
43096,Orange Public School,Orange,2800,Primary,Inner Regional,-33.2863,149.097,82,Government,School Single Entity,Department of Education NSW,"U, K-6",1020,25,28,25,22,34,38.1,5,5.9,703,336,367,703,8,8
42272,Orara Upper Public School,Upper Orara,2450,Primary,Inner Regional,-30.289,153.013,,Government,School Single Entity,Department of Education NSW,K-6,980,46,34,15,5,2,2.5,2,0.9,31,17,14,31,0,6
42799,Otford Public School,Otford,2508,Primary,Inner Regional,-34.2122,151.002,91,Government,School Single Entity,Department of Education NSW,K-6,1107,7,11,33,49,2,3.6,2,1.4,54,18,36,54,0,15
43351,Our Lady Help of Christians Catholic Primary School,Rosemeadow,2560,Primary,Major Cities,-34.1005,150.792,82,Catholic,School Single Entity,Catholic Schools NSW,K-6,1023,20,32,34,14,18,17,7,4.3,243,117,126,243,3,36
43239,Our Lady Help of Christians Catholic Primary School,Epping,2121,Primary,Major Cities,-33.7708,151.083,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1164,1,6,22,71,14,9.6,2,1.6,114,58,56,114,0,67
43235,Our Lady of Dolours Catholic Primary School,Chatswood,2067,Primary,Major Cities,-33.7946,151.184,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1150,2,7,25,65,24,17.6,3,2.2,314,153,161,314,0,74
43240,Our Lady of Good Counsel Catholic Primary School,Forestville,2087,Primary,Major Cities,-33.7602,151.221,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1136,3,8,26,63,29,19.5,6,3.1,385,205,180,385,1,37
43397,Our Lady of Lourdes Catholic Primary School,Earlwood,2206,Primary,Major Cities,-33.927,151.127,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1090,6,22,34,38,26,20.3,13,5.4,390,216,174,390,2,79
43301,Our Lady of Lourdes Primary School,Tarro,2322,Primary,Major Cities,-32.8092,151.662,80,Catholic,School Single Entity,Catholic Schools NSW,K-6,996,22,37,28,12,21,15.6,11,4.9,221,119,102,221,15,9
43198,Our Lady of Lourdes Primary School,Seven Hills,2147,Primary,Major Cities,-33.7787,150.932,81,Catholic,School Single Entity,Catholic Schools NSW,K-6,1059,15,25,31,29,22,20.2,9,4.4,330,165,165,330,1,49
43156,Our Lady of Lourdes Primary School,Baulkham Hills South,2153,Primary,Major Cities,-33.7669,150.998,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1119,3,13,32,52,25,19.9,7,3.1,408,210,198,408,1,45
43200,Our Lady of Mount Carmel Primary School,Wentworthville,2145,Primary,Major Cities,-33.8122,150.97,90,Catholic,School Single Entity,Catholic Schools NSW,K-6,1076,11,23,30,36,25,20.9,10,5.5,402,210,192,402,1,65
43261,Our Lady of Perpetual Succour Catholic Primary School,West Pymble,2073,Primary,Major Cities,-33.761,151.13,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1185,0,3,17,79,13,8.6,2,1.3,128,63,65,128,1,20
42221,Goonengerry Public School,Goonengerry,2482,Primary,Inner Regional,-28.6095,153.44,,Government,School Single Entity,Department of Education NSW,K-6,1005,26,40,22,12,3,2.5,3,0.9,40,23,17,40,5,24
43425,Our Lady of the Annunciation Catholic Primary School,Pagewood,2035,Primary,Major Cities,-33.9467,151.23,90,Catholic,School Single Entity,Catholic Schools NSW,K-6,1083,6,20,39,35,13,10.9,7,3.7,190,105,85,190,2,44
42223,South Grafton Public School,South Grafton,2460,Primary,Inner Regional,-29.7099,152.937,74,Government,School Single Entity,Department of Education NSW,"U, K-6",912,61,26,9,4,38,39.8,10,8,630,325,305,630,20,3
43180,Our Lady of The Nativity Primary School,Lawson,2783,Primary,Major Cities,-33.7197,150.44,81,Catholic,School Single Entity,Catholic Schools NSW,K-6,1066,10,21,36,33,14,9.6,4,2.4,105,56,49,105,6,1
43264,Our Lady of the Rosary Catholic Primary School,Wyoming,2250,Primary,Major Cities,-33.4127,151.351,91,Catholic,School Single Entity,Catholic Schools NSW,K-6,1059,12,29,34,25,21,17.2,6,3,316,147,169,316,2,23
43256,Our Lady of the Rosary Catholic Primary School,Shelly Beach,2261,Primary,Major Cities,-33.3699,151.477,86,Catholic,School Single Entity,Catholic Schools NSW,K-6,1053,11,31,35,22,29,25.2,8,3.7,471,224,247,471,3,6
43260,Our Lady of the Rosary Catholic Primary School,Waitara,2077,Primary,Major Cities,-33.7137,151.104,97,Catholic,School Single Entity,Catholic Schools NSW,K-6,1147,2,9,25,64,20,16.1,4,2.3,272,136,136,272,0,56
43415,Our Lady of the Rosary Catholic Primary School,Kensington,2033,Primary,Major Cities,-33.9122,151.221,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1152,3,7,23,68,23,19.9,10,5.2,422,214,208,422,1,54
43176,Our Lady of The Rosary Primary School,Kellyville,2155,Primary,Major Cities,-33.7068,150.955,93,Catholic,School Single Entity,Catholic Schools NSW,K-6,1100,5,18,35,43,32,27.4,10,5.3,492,239,253,492,0,40
43176,Our Lady of The Rosary Primary School,Kellyville,2155,Primary,Major Cities,-33.7068,150.955,91,Catholic,School Single Entity,Catholic Schools NSW,K-6,1100,5,18,35,43,32,27.4,10,5.3,492,239,253,492,0,40
43197,Our Lady of The Rosary Primary School,St Marys,2760,Primary,Major Cities,-33.7727,150.775,72,Catholic,School Single Entity,Catholic Schools NSW,K-6,999,34,32,24,10,30,25.9,13,9,371,189,182,371,1,70
43165,Our Lady of The Way Primary School,Emu Plains,2750,Primary,Major Cities,-33.7555,150.656,85,Catholic,School Single Entity,Catholic Schools NSW,K-6,1049,12,30,35,22,26,20.9,15,8.6,375,174,201,375,3,6
43298,Our Lady of Victories Primary School,Shortland,2307,Primary,Major Cities,-32.8885,151.694,94,Catholic,School Single Entity,Catholic Schools NSW,K-6,1039,16,33,30,20,11,8.9,6,3.1,108,50,58,108,3,20
43172,Our Lady Queen of Peace Primary School,Greystanes,2145,Primary,Major Cities,-33.8198,150.954,98,Catholic,School Single Entity,Catholic Schools NSW,K-6,1068,11,26,34,29,49,40.7,18,10.8,840,419,421,840,1,47
43255,Our Lady Star of The Sea Catholic Primary School,Terrigal,2260,Primary,Major Cities,-33.436,151.415,91,Catholic,School Single Entity,Catholic Schools NSW,K-6,1093,5,18,36,41,37,28.6,8,3.6,563,254,309,563,3,11
43435,Our Lady Star of the Sea Catholic School,Miranda,2228,Primary,Major Cities,-34.0329,151.104,99,Catholic,School Single Entity,Catholic Schools NSW,K-6,1088,6,19,36,39,28,22.2,14,6.8,441,203,238,441,2,44
42494,Oxley Vale Public School,Tamworth,2340,Primary,Inner Regional,-31.0588,150.895,74,Government,School Single Entity,Department of Education NSW,"U, K-6",904,55,27,14,4,21,21,6,5,343,176,167,343,30,5
42246,Upper Lansdowne Public School,Upper Lansdowne,2430,Primary,Inner Regional,-31.7052,152.467,,Government,School Single Entity,Department of Education NSW,K-6,959,45,38,14,3,1,1.4,2,1.2,13,3,10,13,8,8
43069,Palinyewah Public School,Ellerslie,2648,Primary,Remote,-33.845,142.013,,Government,School Single Entity,Department of Education NSW,K-6,1000,23,43,32,2,1,1.3,1,1,12,8,4,12,0,8
42466,Pallamallawa Public School,Pallamallawa,2399,Primary,Outer Regional,-29.4739,150.141,,Government,School Single Entity,Department of Education NSW,K-6,876,77,19,3,1,3,2.7,2,1,26,12,14,26,23,0
42800,Pambula Public School,Pambula,2549,Primary,Outer Regional,-36.9259,149.872,78,Government,School Single Entity,Department of Education NSW,"U, K-6",992,35,35,19,11,20,21.6,8,5.9,343,158,185,343,4,5
43075,Parkes East Public School,Parkes,2870,Primary,Outer Regional,-33.1361,148.19,72,Government,School Single Entity,Department of Education NSW,"U, K-6",940,44,31,19,6,19,20.3,5,8.6,344,167,177,344,21,4
43024,Parkes Public School,Parkes,2870,Primary,Outer Regional,-33.1323,148.176,73,Government,School Single Entity,Department of Education NSW,"U, K-6",918,53,26,15,6,26,30.3,11,9.7,426,209,217,426,24,4
42675,Parkview Public School,Leeton,2705,Primary,Outer Regional,-34.5618,146.396,71,Government,School Single Entity,Department of Education NSW,K-6,891,65,22,9,4,17,22.8,6,3,409,216,193,409,22,8
43025,Peak Hill Central School,Peak Hill,2869,Combined,Outer Regional,-32.7289,148.192,67,Government,School Single Entity,Department of Education NSW,K-12,767,80,15,5,0,12,17.5,6,6.4,121,59,62,120.6,72,2
42274,Palmers Island Public School,Palmers Island,2463,Primary,Inner Regional,-29.4196,153.288,,Government,School Single Entity,Department of Education NSW,"U, K-6",934,47,32,17,4,3,3.9,2,2,48,21,27,48,21,9
42275,Wooli Public School,Wooli,2462,Primary,Outer Regional,-29.8709,153.266,74,Government,School Single Entity,Department of Education NSW,K-6,970,46,27,19,8,3,3.9,2,1.4,59,26,33,59,3,2
42276,The Pocket Public School,The Pocket,2483,Primary,Inner Regional,-28.5054,153.479,92,Government,School Single Entity,Department of Education NSW,K-6,1021,21,31,27,21,3,4.8,2,1.5,79,41,38,79,8,14
42277,Port Macquarie Public School,Port Macquarie,2444,Primary,Inner Regional,-31.4299,152.914,72,Government,School Single Entity,Department of Education NSW,"U, K-6",932,52,29,14,5,30,34.5,14,11.3,434,197,237,434,16,8
42278,Raleigh Public School,Raleigh,2454,Primary,Outer Regional,-30.4495,153.013,,Government,School Single Entity,Department of Education NSW,K-6,1039,20,22,31,27,1,2.6,2,0.7,24,10,14,24,4,0
42279,Rappville Public School,Rappville,2469,Primary,Outer Regional,-29.0858,152.955,,Government,School Single Entity,Department of Education NSW,K-6,965,40,24,26,10,1,1.4,2,1.1,10,3,7,10,20,10
42280,Repton Public School,Repton,2454,Primary,Outer Regional,-30.4479,153.028,84,Government,School Single Entity,Department of Education NSW,K-6,1014,27,29,21,23,4,3.8,3,1.4,59,25,34,59,10,2
42281,The Risk Public School,The Risk,2474,Primary,Inner Regional,-28.4766,152.933,,Government,School Single Entity,Department of Education NSW,K-6,974,33,36,22,9,2,2.6,4,0.9,31,12,19,31,13,0
42282,Whian Whian Public School,Whian Whian,2480,Primary,Inner Regional,-28.6382,153.314,,Government,School Single Entity,Department of Education NSW,K-6,953,53,33,9,4,2,1.3,3,0.9,9,2,7,9,0,11
42283,Rollands Plains Upper Public School,Rollands Plains,2441,Primary,Outer Regional,-31.2393,152.632,,Government,School Single Entity,Department of Education NSW,K-6,966,44,28,21,7,1,2.6,3,0.9,37,11,26,37,5,0
42284,Rosebank Public School,Rosebank,2480,Primary,Inner Regional,-28.6783,153.388,87,Government,School Single Entity,Department of Education NSW,K-6,1056,12,21,33,34,1,2.5,2,0.9,36,14,22,36,11,17
42801,Penrose Public School,Penrose,2579,Primary,Inner Regional,-34.6697,150.221,,Government,School Single Entity,Department of Education NSW,K-6,1087,6,20,37,37,1,1.3,3,1,13,7,6,13,0,7
42285,Rous Public School,Alstonville,2477,Primary,Inner Regional,-28.8707,153.407,85,Government,School Single Entity,Department of Education NSW,K-6,1010,23,37,23,18,2,5,3,1.5,85,34,51,85,9,5
42286,Rukenvale Public School,Rukenvale,2474,Primary,Outer Regional,-28.4683,152.894,,Government,School Single Entity,Department of Education NSW,K-6,967,40,40,8,12,1,1.3,3,1,4,0,4,4,0,0
42287,Sawtell Public School,Sawtell,2452,Primary,Inner Regional,-30.3633,153.098,74,Government,School Single Entity,Department of Education NSW,K-6,984,34,28,24,14,17,19.1,7,3,355,183,172,355,13,9
43026,Perthville Public School,Perthville,2795,Primary,Inner Regional,-33.4911,149.55,86,Government,School Single Entity,Department of Education NSW,K-6,999,28,36,25,11,7,8.6,3,1.7,140,71,69,140,6,3
42288,Smithtown Public School,Smithtown,2440,Primary,Outer Regional,-31.0182,152.941,75,Government,School Single Entity,Department of Education NSW,K-6,874,64,29,5,2,5,4,2,1.4,67,33,34,67,34,0
42289,South West Rocks Public School,South West Rocks,2431,Primary,Outer Regional,-30.8915,153.04,80,Government,School Single Entity,Department of Education NSW,K-6,964,35,33,23,10,15,17.5,4,3,334,170,164,334,20,6
42290,Stokers Siding Public School,Stokers Siding,2484,Primary,Inner Regional,-28.3938,153.404,,Government,School Single Entity,Department of Education NSW,K-6,910,43,44,11,1,1,1.4,1,1,13,5,8,13,38,14
42291,Stratford Public School,Stratford,2422,Primary,Outer Regional,-32.1169,151.939,,Government,School Single Entity,Department of Education NSW,K-6,902,60,29,11,0,1,1.4,3,1.1,9,2,7,9,22,0
42292,Stratheden Public School,Stratheden,2470,Primary,Inner Regional,-28.7557,152.937,,Government,School Single Entity,Department of Education NSW,K-6,917,67,21,11,1,1,1.9,2,0.7,24,12,12,24,13,0
42467,Pilliga Public School,Pilliga,2388,Primary,Remote,-30.3522,148.889,,Government,School Single Entity,Department of Education NSW,K-6,768,60,32,8,0,2,1.4,2,0.7,15,8,7,15,87,0
42293,Stroud Public School,Stroud,2425,Primary,Inner Regional,-32.4025,151.964,82,Government,School Single Entity,Department of Education NSW,K-6,980,39,33,21,7,4,3.9,2,1.5,69,38,31,69,7,1
42294,Stroud Road Public School,Stroud Road,2415,Primary,Inner Regional,-32.348,151.932,,Government,School Single Entity,Department of Education NSW,K-6,911,61,24,13,1,1,1.4,2,0.9,13,6,7,13,15,0
42295,Tabulam Public School,Tabulam,2469,Primary,Outer Regional,-28.8886,152.569,,Government,School Single Entity,Department of Education NSW,K-6,657,94,5,0,0,3,4.2,3,1.9,40,19,21,40,83,63
42296,Taree Public School,Taree,2430,Primary,Inner Regional,-31.9109,152.462,67,Government,School Single Entity,Department of Education NSW,"U, K-6",738,85,11,4,0,8,8.4,6,3.4,72,32,40,72,58,1
42871,Pleasant Heights Public School,Mount Pleasant,2519,Primary,Major Cities,-34.3962,150.873,90,Government,School Single Entity,Department of Education NSW,K-6,1102,7,18,27,48,14,14.5,4,2.4,263,132,131,263,1,22
42297,Tea Gardens Public School,Tea Gardens,2324,Primary,Inner Regional,-32.6678,152.158,72,Government,School Single Entity,Department of Education NSW,K-6,922,59,26,9,6,8,11.6,2,2.1,186,84,102,186,19,9
42616,Pleasant Hills Public School,Pleasant Hills,2658,Primary,Outer Regional,-35.4669,146.799,,Government,School Single Entity,Department of Education NSW,K-6,981,48,20,21,12,1,1.8,2,0.7,24,11,13,24,4,0
42298,Telegraph Point Public School,Telegraph Point,2441,Primary,Inner Regional,-31.3342,152.794,74,Government,School Single Entity,Department of Education NSW,K-6,981,35,34,22,9,5,6.1,1,1.8,125,60,65,125,7,2
42299,Terranora Public School,Terranora,2486,Primary,Major Cities,-28.2402,153.499,87,Government,School Single Entity,Department of Education NSW,K-6,1032,15,38,30,17,21,22.2,4,3.4,418,198,220,418,5,7
42300,Tinonee Public School,Tinonee,2430,Primary,Inner Regional,-31.9331,152.414,76,Government,School Single Entity,Department of Education NSW,K-6,972,38,32,18,12,7,10.5,3,2,163,73,90,163,15,5
43027,Pomona Public School,Pomona,2648,Primary,Remote,-34.0257,141.895,,Government,School Single Entity,Department of Education NSW,K-6,909,61,22,13,4,1,3,1,0.9,25,9,16,25,20,4
42302,Tregeagle Public School,Tregeagle,2480,Primary,Inner Regional,-28.8541,153.354,81,Government,School Single Entity,Department of Education NSW,K-6,1011,20,40,30,10,5,6.2,3,1.7,123,73,50,123,7,11
43028,Pooncarie Public School,Pooncarie,2648,Primary,Remote,-33.3814,142.569,,Government,School Single Entity,Department of Education NSW,K-6,967,48,20,32,0,1,1.3,1,1,5,4,1,5,0,0
42303,Tucabia Public School,Tucabia,2462,Primary,Outer Regional,-29.6667,153.107,,Government,School Single Entity,Department of Education NSW,K-6,879,69,18,6,7,2,2.7,2,0.9,40,17,23,40,13,12
