ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
40524,Arncliffe West Infants School,Arncliffe,2205,Primary,Major Cities,-33.9318,151.145,,Government,School Single Entity,Department of Education NSW,P-2,1046,15,23,45,18,8,13.5,2,3.2,148,77,71,148,0,95
40525,Bardwell Park Infants School,Bardwell Park,2207,Primary,Major Cities,-33.9335,151.125,,Government,School Single Entity,Department of Education NSW,K-2,1081,10,23,27,39,3,2.6,1,0.9,30,7,23,30,0,63
41354,Appin Public School,Appin,2560,Primary,Inner Regional,-34.1984,150.788,81,Government,School Single Entity,Department of Education NSW,K-6,987,35,38,20,8,17,17.4,3,2.8,323,145,178,323,5,9
40526,Hurstville Grove Infants School,Penshurst,2222,Primary,Major Cities,-33.9731,151.091,,Government,School Single Entity,Department of Education NSW,K-2,1075,12,22,31,36,3,4.7,1,1.4,79,38,41,79,1,59
41194,Arcadia Public School,Arcadia,2159,Primary,Inner Regional,-33.6235,151.051,91,Government,School Single Entity,Department of Education NSW,K-6,1064,10,25,38,27,4,4.9,2,1.4,89,45,44,89,2,27
42019,Arcadia Vale Public School,Arcadia Vale,2283,Primary,Major Cities,-33.0602,151.582,87,Government,School Single Entity,Department of Education NSW,K-6,980,36,34,21,9,4,6.2,2,1.6,103,48,55,103,11,8
40532,New Lambton Heights Infants School,New Lambton Heights,2305,Primary,Major Cities,-32.9349,151.688,,Government,School Single Entity,Department of Education NSW,K-2,1100,7,15,29,48,4,4.8,3,1.4,77,36,41,77,1,18
42533,Ardlethan Central School,Ardlethan,2665,Combined,Outer Regional,-34.3541,146.901,,Government,School Single Entity,Department of Education NSW,K-12,939,62,23,11,4,10,10,5,3.5,51,24,27,51,6,0
40533,Nillo Infants School,Lorn,2320,Primary,Major Cities,-32.7275,151.56,,Government,School Single Entity,Department of Education NSW,K-2,1059,11,23,32,35,3,3.8,2,1.4,53,25,28,53,9,13
42001,Argenton Public School,Argenton,2284,Primary,Major Cities,-32.9385,151.63,,Government,School Single Entity,Department of Education NSW,K-6,942,52,36,11,1,2,2.6,2,0.9,29,12,17,29,7,17
40543,Stanford Merthyr Infants School,Stanford Merthyr,2327,Primary,Major Cities,-32.8234,151.495,,Government,School Single Entity,Department of Education NSW,K-2,922,52,28,16,5,4,5.1,4,1.4,81,37,44,81,25,2
42534,Ariah Park Central School,Ariah Park,2665,Combined,Outer Regional,-34.3469,147.218,71,Government,School Single Entity,Department of Education NSW,K-12,968,42,31,20,7,12,15.3,5,4.2,135,74,61,135,4,1
40545,Glen Innes West Infants School,Glen Innes,2370,Primary,Outer Regional,-29.7387,151.724,,Government,School Single Entity,Department of Education NSW,K-2,871,64,20,13,3,3,2.8,2,0.9,35,15,20,35,40,12
40556,Cabramurra Public School,Cabramurra,2629,Primary,Outer Regional,-35.9316,148.379,,Government,School Single Entity,Department of Education NSW,K-6,,,,,,1,1.3,2,0.9,2,1,1,2,0,0
42410,Armidale City Public School,Armidale,2350,Primary,Inner Regional,-30.5195,151.664,79,Government,School Single Entity,Department of Education NSW,K-6,1007,28,21,24,27,21,23.9,6,4.3,418,203,215,418,15,28
40559,Narrandera East Infants School,Narrandera,2700,Primary,Outer Regional,-34.7502,146.565,,Government,School Single Entity,Department of Education NSW,K-2,939,44,34,13,9,3,4.7,3,1.4,67,27,40,67,22,3
41129,Arncliffe Public School,Arncliffe,2205,Primary,Major Cities,-33.9405,151.146,86,Government,School Single Entity,Department of Education NSW,K-6,1041,19,31,28,22,22,25.2,4,3.1,410,179,231,410,1,71
40560,Jugiong Public School,Jugiong,2726,Primary,Outer Regional,-34.7928,148.308,,Government,School Single Entity,Department of Education NSW,K-6,1028,24,31,23,22,1,1.7,2,0.9,19,10,9,19,0,5
40569,Sofala Public School,Sofala,2795,Primary,Inner Regional,-33.0822,149.695,,Government,School Single Entity,Department of Education NSW,K-6,607,96,4,0,0,1,1.5,2,0.9,9,3,6,9,56,0
40573,Goolma Public School,Goolma,2852,Primary,Outer Regional,-32.3688,149.269,,Government,School Single Entity,Department of Education NSW,K-6,874,77,14,9,0,1,1.3,2,0.7,6,1,5,6,17,0
41195,Artarmon Public School,Artarmon,2064,Primary,Major Cities,-33.8112,151.186,100,Government,School Single Entity,Department of Education NSW,K-6,1177,1,5,17,77,58,64.4,7,7.1,1248,583,665,1248,0,83
40990,Ashbury Public School,Ashbury,2193,Primary,Major Cities,-33.8988,151.119,94,Government,School Single Entity,Department of Education NSW,K-6,1122,5,12,25,57,20,19.1,4,2.9,370,177,193,370,1,42
41477,Ashcroft Public School,Ashcroft,2168,Primary,Major Cities,-33.9164,150.898,68,Government,School Single Entity,Department of Education NSW,P-6,881,72,19,8,1,16,20.3,8,3.7,256,127,129,256,13,70
40991,Ashfield Public School,Ashfield,2131,Primary,Major Cities,-33.8897,151.128,97,Government,School Single Entity,Department of Education NSW,"U, K-6",1104,8,17,29,47,28,29.5,5,6.8,481,230,251,481,2,74
42412,Ashford Central School,Ashford,2361,Combined,Outer Regional,-29.3213,151.095,68,Government,School Single Entity,Department of Education NSW,K-12,837,73,18,6,2,14,17,6,6.9,148,75,73,148,37,3
42671,Ashmont Public School,Wagga Wagga,2650,Primary,Inner Regional,-35.1245,147.333,69,Government,School Single Entity,Department of Education NSW,K-6,776,86,10,4,1,15,17.7,4,3.5,245,123,122,245,53,7
42072,Ashtonfield Public School,Ashtonfield,2323,Primary,Major Cities,-32.7724,151.601,84,Government,School Single Entity,Department of Education NSW,K-6,1003,26,35,28,11,31,33.2,5,4.1,600,302,298,600,8,11
41196,Asquith Public School,Asquith,2077,Primary,Major Cities,-33.6857,151.112,92,Government,School Single Entity,Department of Education NSW,"U, K-6",1095,7,16,33,44,21,26.6,8,6.2,452,219,233,452,2,48
41059,Athelstane Public School,Arncliffe,2205,Primary,Major Cities,-33.9374,151.138,78,Government,School Single Entity,Department of Education NSW,"U, K-6",988,39,29,22,9,23,26.2,8,6.9,346,164,182,346,1,90
42413,Attunga Public School,Attunga,2345,Primary,Outer Regional,-30.9304,150.847,,Government,School Single Entity,Department of Education NSW,K-6,887,73,13,12,2,2,2.6,2,0.9,33,16,17,33,24,0
41355,Auburn North Public School,Auburn,2144,Primary,Major Cities,-33.8417,151.039,89,Government,School Single Entity,Department of Education NSW,K-6,987,41,24,23,13,39,45.2,6,4.3,679,337,342,679,0,98
41551,Auburn Public School,Auburn,2144,Primary,Major Cities,-33.854,151.033,72,Government,School Single Entity,Department of Education NSW,"U, K-6",953,51,23,18,8,39,42.6,10,8.2,517,245,272,517,1,98
41356,Auburn West Public School,Auburn,2144,Primary,Major Cities,-33.8609,151.02,68,Government,School Single Entity,Department of Education NSW,K-6,909,72,19,8,1,44,45.1,8,4.1,604,314,290,604,0,98
42718,Austinmer Public School,Austinmer,2515,Primary,Major Cities,-34.3054,150.935,96,Government,School Single Entity,Department of Education NSW,K-6,1119,4,13,30,54,14,16.1,3,2.8,309,149,160,309,2,10
40651,Kyeemagh Public School,Rockdale,2216,Primary,Major Cities,-33.9491,151.162,,Government,School Single Entity,Department of Education NSW,K-6,1076,12,19,36,33,2,4.8,2,1.4,71,37,34,71,0,61
41357,Austral Public School,Austral,2179,Primary,Major Cities,-33.9345,150.813,72,Government,School Single Entity,Department of Education NSW,K-6,961,50,28,16,6,18,16.8,3,2.6,286,162,124,286,5,55
41251,Avalon Public School,Avalon Beach,2107,Primary,Major Cities,-33.6396,151.327,92,Government,School Single Entity,Department of Education NSW,K-6,1096,5,18,37,40,37,46.1,8,5.9,914,461,453,914,0,11
41856,Avoca Beach Public School,Avoca Beach,2251,Primary,Major Cities,-33.4712,151.431,91,Government,School Single Entity,Department of Education NSW,K-6,1085,7,20,33,40,25,24.6,3,3.8,465,208,257,465,4,10
42719,Avoca Public School,Avoca,2577,Primary,Inner Regional,-34.5923,150.48,,Government,School Single Entity,Department of Education NSW,K-6,1026,20,38,25,16,3,1.3,1,0.9,11,7,4,11,0,0
40697,Barrenjoey Montessori School,Avalon,2107,Primary,Major Cities,-33.6312,151.334,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1162,0,2,27,71,6,5.2,8,5,59,26,33,59,0,24
41857,Awaba Public School,Awaba,2283,Primary,Major Cities,-33.0106,151.538,78,Government,School Single Entity,Department of Education NSW,K-6,965,47,33,17,3,2,2.6,2,0.9,37,14,23,37,8,10
42868,Balarang Public School,Oak Flats,2529,Primary,Major Cities,-34.5598,150.831,73,Government,School Single Entity,Department of Education NSW,K-6,950,48,33,15,5,13,15.3,4,2.6,266,135,131,266,12,18
42414,Bald Blair Public School,Guyra,2365,Primary,Outer Regional,-30.2299,151.785,,Government,School Single Entity,Department of Education NSW,K-6,980,39,36,23,1,3,2.6,1,0.9,36,18,18,36,0,9
41065,Bald Face Public School,Blakehurst,2221,Primary,Major Cities,-33.9968,151.107,97,Government,School Single Entity,Department of Education NSW,K-6,1110,3,15,33,49,16,15.9,3,2.5,278,147,131,278,1,75
41248,Balgowlah Heights Public School,Balgowlah,2093,Primary,Major Cities,-33.8057,151.258,97,Government,School Single Entity,Department of Education NSW,K-6,1177,0,3,18,78,32,35.8,5,4.7,711,363,348,711,0,17
41269,Balgowlah North Public School,North Balgowlah,2093,Primary,Major Cities,-33.7833,151.246,95,Government,School Single Entity,Department of Education NSW,K-6,1143,1,8,25,66,25,28.9,6,4.1,568,265,303,568,1,11
40721,Lakes Grammar - An Anglican School,Warnervale,2259,Combined,Major Cities,-33.2424,151.444,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1065,9,25,37,29,74,65.3,27,23.5,917,456,461,917,4,10
42721,Balgownie Public School,Balgownie,2519,Primary,Major Cities,-34.387,150.872,94,Government,School Single Entity,Department of Education NSW,K-6,1078,12,19,31,38,18,18.2,5,2.9,333,162,171,333,3,18
42941,Ballimore Public School,Ballimore,2830,Primary,Outer Regional,-32.1936,148.9,,Government,School Single Entity,Department of Education NSW,K-6,931,60,30,9,1,1,1.3,3,1,14,9,5,14,7,0
42139,Ballina Public School,Ballina,2478,Primary,Inner Regional,-28.8697,153.564,69,Government,School Single Entity,Department of Education NSW,"U, K-6",843,71,22,5,2,17,23,5,4.7,280,135,145,280,42,7
41130,Balmain Public School,Balmain,2041,Primary,Major Cities,-33.8592,151.183,99,Government,School Single Entity,Department of Education NSW,K-6,1169,1,5,18,75,18,19.4,4,2.9,379,189,190,379,1,34
42535,Balranald Central School,Balranald,2715,Combined,Outer Regional,-34.6363,143.564,70,Government,School Single Entity,Department of Education NSW,K-12,889,61,24,12,2,17,16.3,7,6.4,148,70,78,147.8,30,4
42140,Bangalow Public School,Bangalow,2479,Primary,Inner Regional,-28.6855,153.526,83,Government,School Single Entity,Department of Education NSW,K-6,1073,8,23,37,33,12,15.1,3,2.6,282,128,154,282,2,9
41110,Bangor Public School,Bangor,2234,Primary,Major Cities,-34.0195,151.029,88,Government,School Single Entity,Department of Education NSW,K-6,1065,12,27,33,28,27,30,4,4.1,549,258,291,549,1,18
41769,Banks Public School,St Clair,2759,Primary,Major Cities,-33.7937,150.773,73,Government,School Single Entity,Department of Education NSW,K-6,954,53,30,14,4,18,20.4,6,2.9,380,188,192,380,5,35
41462,Banksia Road Public School,Greenacre,2190,Primary,Major Cities,-33.9069,151.05,74,Government,School Single Entity,Department of Education NSW,K-6,966,49,29,16,6,26,36.8,5,4.1,564,275,289,564,1,96
40992,Banksmeadow Public School,Botany,2019,Primary,Major Cities,-33.9537,151.207,83,Government,School Single Entity,Department of Education NSW,"U, P-6",1024,20,35,31,15,18,22.7,9,8,312,140,172,312,5,31
41360,Bankstown North Public School,Bankstown,2200,Primary,Major Cities,-33.9049,151.038,78,Government,School Single Entity,Department of Education NSW,K-6,988,39,29,24,8,19,19.1,5,2.9,328,151,177,328,1,94
41552,Bankstown Public School,Bankstown,2200,Primary,Major Cities,-33.9211,151.034,79,Government,School Single Entity,Department of Education NSW,"U, K-6",974,46,25,21,9,55,56.8,8,5.9,811,400,411,811,1,96
41457,Bankstown West Public School,Bankstown,2200,Primary,Major Cities,-33.9158,151.02,88,Government,School Single Entity,Department of Education NSW,K-6,1005,28,38,22,11,17,21.4,3,2.8,345,154,191,345,1,96
42141,Banora Point Public School,Banora Point,2486,Primary,Major Cities,-28.2224,153.544,84,Government,School Single Entity,Department of Education NSW,K-6,994,25,41,24,10,32,33.3,7,4.1,606,275,331,606,11,7
42942,Baradine Central School,Baradine,2396,Combined,Remote,-30.9507,149.07,67,Government,School Single Entity,Department of Education NSW,K-12,783,79,17,3,0,11,13.7,8,4.9,120,64,56,120,60,0
41468,Bardia Public School,Bardia,2565,Primary,Major Cities,-33.9753,150.858,87,Government,School Single Entity,Department of Education NSW,"U, K-6",1045,16,23,35,26,24,31.8,7,5.2,510,238,272,510,4,70
42536,Barellan Central School,Barellan,2665,Combined,Outer Regional,-34.2878,146.572,,Government,School Single Entity,Department of Education NSW,K-12,936,54,24,15,6,14,13,6,5.4,100,42,58,100,8,5
41361,Bargo Public School,Bargo,2574,Primary,Inner Regional,-34.2929,150.583,76,Government,School Single Entity,Department of Education NSW,"U, K-6",963,45,33,17,5,17,17.7,3,4.6,287,140,147,287,9,10
42537,Barham Public School,Barham,2732,Primary,Outer Regional,-35.6269,144.128,87,Government,School Single Entity,Department of Education NSW,K-6,984,33,35,25,6,7,8.9,2,1.8,122,62,60,122,5,2
42142,Barkers Vale Public School,Wadeville,2474,Primary,Inner Regional,-28.549,153.149,76,Government,School Single Entity,Department of Education NSW,K-6,957,43,33,16,7,2,2.5,1,1,42,17,25,42,12,17
42538,Barmedman Public School,Barmedman,2668,Primary,Outer Regional,-34.1483,147.385,,Government,School Single Entity,Department of Education NSW,K-6,811,91,9,0,0,1,1.4,2,0.7,9,3,6,9,33,11
41777,Barnier Public School,Quakers Hill,2763,Primary,Major Cities,-33.7205,150.902,81,Government,School Single Entity,Department of Education NSW,K-6,1058,12,24,34,30,42,46.5,6,5.2,884,410,474,884,3,55
41858,Barnsley Public School,Barnsley,2278,Primary,Major Cities,-32.9331,151.595,83,Government,School Single Entity,Department of Education NSW,"U, K-6",951,46,35,16,4,18,19.7,7,4.9,319,163,156,319,14,2
42539,Barooga Public School,Barooga,3644,Primary,Inner Regional,-35.913,145.696,81,Government,School Single Entity,Department of Education NSW,K-6,980,36,39,21,4,7,8.8,2,1.7,118,57,61,118,3,1
42415,Barraba Central School,Barraba,2347,Combined,Outer Regional,-30.3824,150.599,70,Government,School Single Entity,Department of Education NSW,K-12,895,61,28,10,1,16,18,9,6.3,173,80,93,171.6,24,1
42887,Barrack Heights Public School,Barrack Heights,2528,Primary,Major Cities,-34.5591,150.846,69,Government,School Single Entity,Department of Education NSW,"U, K-6",874,69,22,8,1,12,17,9,5.5,224,99,125,224,23,14
42143,Barrington Public School,Barrington,2422,Primary,Outer Regional,-31.9715,151.911,,Government,School Single Entity,Department of Education NSW,K-6,967,31,36,26,7,3,3.3,3,1.4,47,24,23,47,21,2
42144,Baryulgil Public School,Baryulgil,2460,Primary,Outer Regional,-29.2235,152.606,,Government,School Single Entity,Department of Education NSW,K-6,657,95,5,0,0,1,1.4,2,1.7,12,6,6,12,92,46
41362,Bass Hill Public School,Bass Hill,2197,Primary,Major Cities,-33.9059,151.006,69,Government,School Single Entity,Department of Education NSW,P-6,932,63,23,11,3,28,31.5,6,4.1,375,191,184,375,2,87
42054,Bateau Bay Public School,Bateau Bay,2261,Primary,Major Cities,-33.3918,151.476,81,Government,School Single Entity,Department of Education NSW,K-6,1012,23,34,29,14,35,38.8,8,4.5,732,350,382,732,8,4
42722,Batemans Bay Public School,Surfside,2536,Primary,Inner Regional,-35.7001,150.188,72,Government,School Single Entity,Department of Education NSW,"U, P-6",894,60,27,11,3,31,36.3,12,10.3,570,292,278,570,28,7
42943,Bathurst Public School,Bathurst,2795,Primary,Inner Regional,-33.4209,149.571,75,Government,School Single Entity,Department of Education NSW,"U, K-6",979,36,29,23,13,32,42,11,9.1,564,260,304,564,12,12
43067,Bathurst South Public School,Bathurst,2795,Primary,Inner Regional,-33.4331,149.569,78,Government,School Single Entity,Department of Education NSW,K-6,926,52,24,16,8,14,14.1,2,2.5,238,136,102,238,25,6
43066,Bathurst West Public School,Bathurst,2795,Primary,Inner Regional,-33.4118,149.559,81,Government,School Single Entity,Department of Education NSW,"U, K-6",938,47,28,15,9,27,30.7,10,9.3,496,242,254,496,21,5
42540,Batlow Technology School,Batlow,2730,Combined,Outer Regional,-35.523,148.147,68,Government,School Single Entity,Department of Education NSW,K-12,913,66,22,11,1,12,14,6,5.4,123,56,67,123,7,7
41295,Baulkham Hills North Public School,Baulkham Hills,2153,Primary,Major Cities,-33.7519,151,96,Government,School Single Entity,Department of Education NSW,K-6,1119,3,12,28,56,44,49.3,8,5.9,949,462,487,949,1,54
41268,Beacon Hill Public School,Beacon Hill,2100,Primary,Major Cities,-33.7516,151.261,92,Government,School Single Entity,Department of Education NSW,K-6,1088,7,20,35,38,25,27.8,5,4,533,255,278,533,1,22
41783,Beaumont Hills Public School,Beaumont Hills,2155,Primary,Major Cities,-33.6978,150.946,91,Government,School Single Entity,Department of Education NSW,K-6,1094,7,18,34,41,33,34.6,5,4.1,620,288,332,620,0,48
40819,Sydney Adventist School - Auburn,Auburn,2144,Primary,Major Cities,-33.848,151.033,90,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1008,34,22,29,14,12,9.2,11,4.1,118,65,53,118,0,89
41266,Beaumont Road Public School,Killara,2071,Primary,Major Cities,-33.7743,151.146,100,Government,School Single Entity,Department of Education NSW,K-6,1191,1,3,13,83,17,20.5,3,3.3,408,199,209,408,0,47
41307,Beauty Point Public School,Mosman,2088,Primary,Major Cities,-33.812,151.242,98,Government,School Single Entity,Department of Education NSW,K-6,1168,0,6,21,73,15,17,1,2.8,304,156,148,304,0,31
40827,Pacific Coast Christian School,Tweed Heads South,2486,Combined,Major Cities,-28.1965,153.521,71,Independent,School Single Entity,Christian Schools Australia,K-12,960,37,32,22,8,27,26,28,19.2,354,176,178,354,20,6
42541,Beckom Public School,Beckom,2665,Primary,Outer Regional,-34.3272,146.963,,Government,School Single Entity,Department of Education NSW,K-6,930,29,40,31,0,1,1.4,2,0.9,7,3,4,7,29,0
40831,Our Lady of the Angels Primary School,Kellyville,2155,Primary,Major Cities,-33.684,150.933,88,Catholic,School Single Entity,Catholic Schools NSW,K-6,1086,7,21,35,36,34,28.4,9,5.1,536,273,263,536,1,36
42145,Beechwood Public School,Wauchope,2446,Primary,Inner Regional,-31.4355,152.681,73,Government,School Single Entity,Department of Education NSW,K-6,969,38,36,20,6,8,9.6,4,2,168,66,102,168,11,5
40832,Lindfield Montessori Preschool,West Lindfield,2070,Combined,Major Cities,-33.7778,151.148,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K,,,,,,3,2.9,1,0.3,3,1,2,3,0,
41198,Beecroft Public School,Beecroft,2119,Primary,Major Cities,-33.7521,151.065,100,Government,School Single Entity,Department of Education NSW,K-6,1182,1,3,16,80,43,46.5,6,5.2,890,469,421,890,0,64
40844,Cameragal Montessori School,North Sydney,2060,Primary,Major Cities,-33.8334,151.216,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K,1179,0,3,9,89,5,3.6,13,6.3,19,8,11,19,0,33
42542,Beelbangera Public School,Beelbangera,2680,Primary,Outer Regional,-34.2528,146.101,83,Government,School Single Entity,Department of Education NSW,K-6,992,30,36,23,11,10,12,3,1.9,192,101,91,192,5,21
40845,Karuna Montessori School,Narraweena,2099,Combined,Major Cities,-33.7478,151.276,,Independent,School Single Entity,Montessori Australia,K,,,,,,3,2,1,1,8,3,5,8,0,
42723,Bega Valley Public School,Bega,2550,Primary,Outer Regional,-36.6705,149.839,72,Government,School Single Entity,Department of Education NSW,"U, K-6",930,57,26,12,5,20,22.8,7,6.1,316,142,174,316,14,6
