Location,School Name,Type,Latitude,Longitude,Better Education Score
New South Wales,Bundeena Public School,Primary,-34.0868,151.152,86
New South Wales,St Aloysius Catholic Primary School,Primary,-34.0576,151.153,96
New South Wales,Drummoyne Public School,Primary,-33.8561,151.153,94
New South Wales,St Brigid's Catholic Primary School,Primary,-33.9094,151.153,91
New South Wales,Fort Street High School,Secondary,-33.8902,151.153,99
New South Wales,Cronulla South Public School,Primary,-34.0661,151.154,93
New South Wales,Ku-ring-gai High School,Secondary,-33.691,151.154,89
New South Wales,Wilkins Public School,Primary,-33.902,151.155,98
New South Wales,RaveNew South Walesood School for Girls,Primary,-33.76,151.156,99
New South Wales,Mowbray Public School,Primary,-33.8039,151.156,98
New South Wales,Marrickville High School,Secondary,-33.9058,151.156,88
New South Wales,St Ignatius' College,Secondary,-33.8278,151.156,97
New South Wales,RaveNew South Walesood School for Girls,Secondary,-33.76,151.156,98
New South Wales,Gordon East Public School,Primary,-33.7459,151.157,97
New South Wales,Cronulla High School,Secondary,-34.0396,151.157,86
New South Wales,Italian Bilingual School,Primary,-33.8864,151.158,97
New South Wales,Orange Grove Public School,Primary,-33.8724,151.158,94
New South Wales,Leichhardt Public School,Primary,-33.8843,151.158,93
New South Wales,Sydney Secondary College Leichhardt Campus,Secondary,-33.8795,151.159,94
New South Wales,Tempe Public School,Primary,-33.9209,151.161,87
New South Wales,Tempe High School,Secondary,-33.9198,151.161,96
New South Wales,Lindfield Learning Village,Primary,-33.7867,151.16112,95
New South Wales,Lindfield Learning Village,Secondary,-33.7867,151.16112,94
New South Wales,St Fiacre's Catholic Primary School,Primary,-33.8848,151.162,93
New South Wales,Marrickville Public School,Primary,-33.9059,151.162,78
New South Wales,Newington College,Secondary,-33.8977,151.163,97
New South Wales,St Ives North Public School,Primary,-33.7187,151.164,100
New South Wales,Singleton Heights Public School,Primary,-32.5492,151.164,74
New South Wales,St Michael's Catholic Primary School,Primary,-33.8924,151.165,93
New South Wales,Stanmore Public School,Primary,-33.8955,151.165,90
New South Wales,Holy Family Catholic Primary School,Primary,-33.7735,151.166,100
New South Wales,Corpus Christi Catholic Primary School,Primary,-33.7283,151.166,92
New South Wales,Masada College,Primary,-33.7298,151.167,99
New South Wales,St Ives Public School,Primary,-33.7386,151.167,98
New South Wales,Marist Sisters' College Woolwich,Secondary,-33.8397,151.167,93
New South Wales,Masada College,Secondary,-33.7298,151.167,94
New South Wales,St Ives High School,Secondary,-33.7401,151.167,95
New South Wales,Lindfield Public School,Primary,-33.7808,151.169,99
New South Wales,Lane Cove Public School,Primary,-33.8165,151.169,98
New South Wales,CoWestern Australian Public School,Primary,-33.5888,151.169,74
New South Wales,Rozelle Public School,Primary,-33.8626,151.17,93
New South Wales,Annandale Public School,Primary,-33.8858,151.17,86
New South Wales,Sydney Secondary College Balmain Campus,Secondary,-33.8585,151.17,93
New South Wales,St Brendan's Catholic Primary School,Primary,-33.8842,151.171,98
New South Wales,Annandale North Public School,Primary,-33.8779,151.172,95
New South Wales,Singleton Public School,Primary,-32.5631,151.172,80
New South Wales,Brigidine College St Ives,Secondary,-33.7216,151.173,95
New South Wales,St Pius' Catholic Primary School,Primary,-33.9074,151.174,87
New South Wales,Killara High School,Secondary,-33.7566,151.174,97
New South Wales,King Street Public School,Primary,-32.5695,151.175,68
New South Wales,Chatswood High School,Secondary,-33.8,151.175,98
New South Wales,Camdenville Public School,Primary,-33.9061,151.176,92
New South Wales,St Peters Public School,Primary,-33.913,151.177,97
New South Wales,Birchgrove Public School,Primary,-33.853,151.177,90
New South Wales,Chatswood Public School,Primary,-33.7982,151.178,99
New South Wales,Singleton High School,Secondary,-32.5697,151.178,72
New South Wales,Newtown High School of Performing Arts,Secondary,-33.8995,151.178,93
New South Wales,Newtown Public School,Primary,-33.9,151.179,91
New South Wales,St Ives Park Public School,Primary,-33.7241,151.179,91
New South Wales,Roseville College,Primary,-33.7852,151.18,99
New South Wales,St Catherine's Catholic College,Primary,-32.5592,151.18,83
New South Wales,St Catherine's Catholic College,Secondary,-32.5592,151.18,82
New South Wales,St Scholastica's College Glebe Point,Secondary,-33.876,151.18,94
New South Wales,Roseville College,Secondary,-33.7852,151.18,98
New South Wales,Forest Lodge Public School,Primary,-33.8822,151.182,96
New South Wales,Balmain Public School,Primary,-33.8592,151.183,99
New South Wales,Greenwich Public School,Primary,-33.8259,151.183,99
New South Wales,Australian Christian College - Singleton,Secondary,-32.5759,151.183,88
New South Wales,St Pius X College,Secondary,-33.7948,151.183,96
New South Wales,Lindfield East Public School,Primary,-33.7675,151.184,99
New South Wales,Our Lady of Dolours Catholic Primary School,Primary,-33.7946,151.184,99
New South Wales,St James Catholic Primary School,Primary,-33.8795,151.185,97
New South Wales,Newtown North Public School,Primary,-33.8918,151.185,95
New South Wales,Inner Sydney Montessori School,Primary,-33.8591,151.185,95
New South Wales,Mercy Catholic College,Secondary,-33.7935,151.185,96
New South Wales,Artarmon Public School,Primary,-33.8112,151.186,100
New South Wales,Erskineville Public School,Primary,-33.9009,151.186,93
New South Wales,Roseville Public School,Primary,-33.7819,151.189,99
New South Wales,Darlington Public School,Primary,-33.8926,151.189,80
New South Wales,Mount Pleasant Public School,Primary,-32.4085,151.189,71
New South Wales,Glebe Public School,Primary,-33.8837,151.191,79
New South Wales,Mascot Public School,Primary,-33.9286,151.192,80
New South Wales,Nicholson Street Public School,Primary,-33.8561,151.193,89
New South Wales,Australian Performing Arts Grammar School,Secondary,-33.8843,151.194,88
New South Wales,International Grammar School,Primary,-33.8817,151.195,99
New South Wales,Kambora Public School,Primary,-33.7401,151.195,98
New South Wales,Botany Public School,Primary,-33.9432,151.195,89
New South Wales,International Grammar School,Secondary,-33.8817,151.195,96
New South Wales,Alexandria Park Community School,Primary,-33.9002,151.196,90
New South Wales,Alexandria Park Community School,Secondary,-33.9002,151.196,91
New South Wales,Ultimo Public School,Primary,-33.8768,151.197,92
New South Wales,Gardeners Road Public School,Primary,-33.9206,151.198,86
New South Wales,St Martin's Catholic Primary School,Primary,-33.7419,151.199,94
New South Wales,Willoughby Public School,Primary,-33.8022,151.2,97
New South Wales,St Bernard's Catholic Primary School,Primary,-33.9455,151.2,95
New South Wales,St Thomas' Catholic Primary School,Primary,-33.796,151.2,95
New South Wales,Willoughby Girls High School,Secondary,-33.8031,151.2,96
New South Wales,St Therese Catholic Primary School,Primary,-33.9258,151.201,94
New South Wales,J J Cahill Memorial High School,Secondary,-33.9278,151.201,68
New South Wales,Castle Cove Public School,Primary,-33.7834,151.202,97
New South Wales,Northern Beaches Christian School,Primary,-33.674,151.202,92
New South Wales,Northern Beaches Christian School,Secondary,-33.674,151.202,93
New South Wales,Cammeraygal High School,Secondary,-33.8317,151.203,95
New South Wales,North Sydney Girls High School,Secondary,-33.8302,151.203,100
New South Wales,North Sydney Public School,Primary,-33.8348,151.204,97
New South Wales,Kurnell Public School,Primary,-34.0102,151.204,79
New South Wales,Our Lady of Mount Carmel Catholic Primary School,Primary,-33.8989,151.204,75
New South Wales,Fort Street Public School,Primary,-33.8604,151.205,95
New South Wales,Davidson High School,Secondary,-33.7447,151.205,90
New South Wales,SHORE - Sydney Church of England Grammar School,Secondary,-33.8399,151.205,98
New South Wales,St Andrew's Cathedral School,Primary,-33.8738,151.206,95
New South Wales,Mimosa Public School,Primary,-33.7433,151.206,93
New South Wales,St Andrew's Cathedral School,Secondary,-33.8738,151.206,95
New South Wales,Banksmeadow Public School,Primary,-33.9537,151.207,83
New South Wales,Marist College North Shore,Secondary,-33.8315,151.207,94
New South Wales,Monte Sant' Angelo Mercy College,Secondary,-33.8359,151.207,97
New South Wales,North Sydney Boys High School,Secondary,-33.8296,151.207,100
New South Wales,Glenaeon Rudolf Steiner School,Secondary,-33.7915,151.209,97
New South Wales,Wenona School,Primary,-33.8341,151.21,99
New South Wales,Wenona School,Secondary,-33.8341,151.21,98
New South Wales,Anzac Park Public School,Primary,-33.8266,151.211,89
New South Wales,Cammeray Public School,Primary,-33.8204,151.212,100
New South Wales,Sydney Distance Education Primary School,Primary,-33.8863,151.213,100
New South Wales,Forestville Public School,Primary,-33.7616,151.213,95
New South Wales,Sydney Grammar School,Secondary,-33.875,151.213,100
New South Wales,John Colet School,Primary,-33.7229,151.214,100
New South Wales,St Philip Neri Catholic Primary School,Primary,-33.8123,151.214,98
New South Wales,Pagewood Public School,Primary,-33.9422,151.214,97
New South Wales,St Mary's Cathedral College,Primary,-33.8713,151.214,93
New South Wales,Eastlakes Public School,Primary,-33.9281,151.214,78
New South Wales,St Mary's Cathedral College,Secondary,-33.8713,151.214,94
New South Wales,Conservatorium High School,Secondary,-33.8634,151.214,99
New South Wales,St Aloysius' College,Secondary,-33.8488,151.214,99
New South Wales,Crown Street Public School,Primary,-33.8823,151.215,93
New South Wales,Brooklyn Public School,Primary,-33.5484,151.215,90
New South Wales,Killarney Heights High School,Secondary,-33.7719,151.215,95
New South Wales,Loreto Kirribilli,Primary,-33.8471,151.216,99
New South Wales,Covenant Christian School,Primary,-33.7137,151.216,98
New South Wales,Killarney Heights Public School,Primary,-33.7749,151.216,96
New South Wales,Bourke Street Public School,Primary,-33.8905,151.216,95
New South Wales,Kulnura Public School,Primary,-33.2326,151.216,89
New South Wales,Covenant Christian School,Secondary,-33.7137,151.216,96
New South Wales,Loreto Kirribilli,Secondary,-33.8471,151.216,97
New South Wales,Belrose Public School,Primary,-33.7272,151.217,89
New South Wales,Western Australiakehurst Public School,Primary,-33.7394,151.218,95
New South Wales,Northbridge Public School,Primary,-33.813,151.219,98
New South Wales,SCEGGS Darlinghurst,Secondary,-33.876,151.219,99
New South Wales,Sydney Boys High School,Secondary,-33.8922,151.219,100
New South Wales,Neutral Bay Public School,Primary,-33.8326,151.22,99
New South Wales,Our Lady of the Sacred Heart College,Secondary,-33.9127,151.22,90
New South Wales,Sydney Girls High School,Secondary,-33.8942,151.22,100
New South Wales,Our Lady of the Rosary Catholic Primary School,Primary,-33.9122,151.221,99
New South Wales,Our Lady of Good Counsel Catholic Primary School,Primary,-33.7602,151.221,93
New South Wales,Sydney Distance Education High School,Secondary,-33.8711,151.221,95
New South Wales,Darlinghurst Public School,Primary,-33.8786,151.223,94
New South Wales,Terrey Hills Public School,Primary,-33.6857,151.223,93
New South Wales,Frenchs Forest Public School,Primary,-33.7515,151.225,97
New South Wales,Kensington Public School,Primary,-33.9099,151.225,96
New South Wales,St Michael's Catholic Primary School,Primary,-33.9302,151.225,96
New South Wales,St Vincent's College,Secondary,-33.8697,151.225,95
New South Wales,SCECGS Redlands,Secondary,-33.8322,151.227,98
New South Wales,Daceyville Public School,Primary,-33.9295,151.228,80
New South Wales,Matraville Public School,Primary,-33.9551,151.229,85
New South Wales,Champagnat Catholic College,Secondary,-33.9466,151.229,83
New South Wales,Glenmore Road Public School,Primary,-33.8814,151.23,97
New South Wales,Paddington Public School,Primary,-33.8876,151.23,92
New South Wales,Our Lady of the Annunciation Catholic Primary School,Primary,-33.9467,151.23,90
New South Wales,The Forest High School,Secondary,-33.7503,151.23,87
New South Wales,St Francis of Assisi Regional Catholic Primary School,Primary,-33.8885,151.231,99
New South Wales,Middle Harbour Public School,Primary,-33.8228,151.233,94
New South Wales,South Sydney High School,Secondary,-33.9442,151.234,82
New South Wales,Sacred Heart Catholic Primary School,Primary,-33.8246,151.236,96
New South Wales,Ascham School,Primary,-33.8787,151.237,99
New South Wales,Rainbow Street Public School,Primary,-33.9246,151.237,98
New South Wales,Mount Sinai College,Primary,-33.9352,151.237,98
New South Wales,Maroubra Junction Public School,Primary,-33.9361,151.237,92
New South Wales,Ascham School,Secondary,-33.8787,151.237,98
New South Wales,Coogee Boys' Preparatory School,Primary,-33.9128,151.239,100
New South Wales,Randwick Girls High School,Secondary,-33.9218,151.239,89
New South Wales,Randwick Boys High School,Secondary,-33.9256,151.239,89
New South Wales,Mosman Church of England Preparatory School,Primary,-33.8329,151.24,99
New South Wales,Matraville Soldiers Settlement Public School,Primary,-33.958,151.24,74
New South Wales,Woollahra Public School,Primary,-33.8864,151.241,100
New South Wales,Double Bay Public School,Primary,-33.8749,151.241,97
New South Wales,Mosman Public School,Primary,-33.8281,151.241,96
New South Wales,Marcellin College,Secondary,-33.9136,151.241,94
New South Wales,Randwick Public School,Primary,-33.9106,151.242,99
New South Wales,Beauty Point Public School,Primary,-33.812,151.242,98
New South Wales,Chifley Public School,Primary,-33.966,151.242,73
New South Wales,Mosman High School,Secondary,-33.8297,151.243,93
New South Wales,Emanuel School,Primary,-33.907,151.244,99
New South Wales,Claremont College,Primary,-33.9184,151.244,96
New South Wales,Central Mangrove Public School,Primary,-33.2956,151.244,70
New South Wales,St Spyridon College,Secondary,-33.955,151.244,94
New South Wales,Brigidine College Randwick,Secondary,-33.9192,151.244,96
New South Wales,Emanuel School,Secondary,-33.907,151.244,97
New South Wales,Moriah College,Primary,-33.8994,151.245,97
New South Wales,St Margaret Mary's Catholic Primary School,Primary,-33.9053,151.245,96
New South Wales,Matraville Sports High School,Secondary,-33.9647,151.245,67
New South Wales,Moriah College,Secondary,-33.8994,151.245,96
New South Wales,Oxford Falls Grammar School,Primary,-33.7382,151.246,97
New South Wales,Balgowlah North Public School,Primary,-33.7833,151.246,95
New South Wales,Oxford Falls Grammar School,Secondary,-33.7382,151.246,94
New South Wales,St Andrew's Catholic Primary School,Primary,-33.9641,151.248,88
New South Wales,Queenwood,Secondary,-33.8238,151.248,99
New South Wales,Malabar Public School,Primary,-33.9622,151.249,89
New South Wales,Coogee Public School,Primary,-33.9205,151.25,90
New South Wales,Seaforth Public School,Primary,-33.7933,151.251,92
New South Wales,Millfield Public School,Primary,-32.8892,151.251,84
New South Wales,Holy Cross Catholic Primary School,Primary,-33.8899,151.252,100
New South Wales,Western Australiaverley Public School,Primary,-33.8982,151.252,96
New South Wales,Allambie Heights Public School,Primary,-33.7658,151.252,95
New South Wales,Cranbrook School,Secondary,-33.8717,151.252,98
New South Wales,Reddam House,Primary,-33.8893,151.253,99
New South Wales,St Brigid's Catholic Primary School,Primary,-33.9199,151.253,96
New South Wales,Maroubra Bay Public School,Primary,-33.9442,151.253,87
New South Wales,Reddam House,Secondary,-33.8893,151.253,98
New South Wales,The Scots College,Primary,-33.8751,151.254,99
New South Wales,St Catherine's School,Primary,-33.9047,151.254,98
New South Wales,South Coogee Public School,Primary,-33.9333,151.254,89
New South Wales,St Clare's College,Secondary,-33.8988,151.254,91
New South Wales,The Scots College,Secondary,-33.8751,151.254,97
New South Wales,St Catherine's School,Secondary,-33.9047,151.254,98
New South Wales,Northern Beaches Secondary College Balgowlah Boys Campus,Secondary,-33.7964,151.255,96
New South Wales,Western Australiaverley College,Secondary,-33.8973,151.256,92
New South Wales,Balgowlah Heights Public School,Primary,-33.8057,151.258,97
New South Wales,St Cecilia's Catholic Primary School,Primary,-33.7962,151.258,92
New South Wales,St Anthony's Catholic Primary School,Primary,-33.9105,151.259,98
New South Wales,Bellevue Hill Public School,Primary,-33.887,151.26,98
New South Wales,Manly Vale Public School,Primary,-33.7835,151.26,95
New South Wales,Clovelly Public School,Primary,-33.9074,151.26,94
New South Wales,Beacon Hill Public School,Primary,-33.7516,151.261,92
New South Wales,Bronte Public School,Primary,-33.9006,151.262,96
New South Wales,Bondi Public School,Primary,-33.8926,151.265,97
New South Wales,Galstaun College,Primary,-33.6787,151.265,91
New South Wales,Galstaun College,Secondary,-33.6787,151.265,81
New South Wales,St Kieran's Catholic Primary School,Primary,-33.78191,151.267,90
New South Wales,Manly West Public School,Primary,-33.7919,151.269,96
New South Wales,Rose Bay Public School,Primary,-33.873,151.271,95
New South Wales,Brookvale Public School,Primary,-33.7617,151.271,87
New South Wales,McAuley Catholic Primary School,Primary,-33.8706,151.272,100
New South Wales,Kambala,Primary,-33.8656,151.272,99
New South Wales,Kincoppal - Rose Bay School of the Sacred Heart,Primary,-33.8634,151.272,98
New South Wales,St Augustine's College Sydney,Secondary,-33.7597,151.272,93
New South Wales,Northern Beaches Secondary College Mackellar Girls Campus,Secondary,-33.7821,151.272,95
New South Wales,Kincoppal - Rose Bay School of the Sacred Heart,Secondary,-33.8634,151.272,96
New South Wales,Kambala,Secondary,-33.8656,151.272,99
New South Wales,St John the Apostle Catholic Primary School,Primary,-33.7505,151.274,96
New South Wales,Narraweena Public School,Primary,-33.7494,151.274,90
New South Wales,Cromer Public School,Primary,-33.738,151.275,94
New South Wales,Galilee Catholic Primary School,Primary,-33.8852,151.27522,96
New South Wales,Rose Bay Secondary College,Secondary,-33.8783,151.276,93
New South Wales,Bondi Beach Public School,Primary,-33.8883,151.277,91
New South Wales,Vaucluse Public School,Primary,-33.8505,151.281,92
New South Wales,Northern Beaches Secondary College Manly Campus,Secondary,-33.7624,151.281,100
New South Wales,Kesser Torah College,Primary,-33.8723,151.283,92
New South Wales,Kesser Torah College,Secondary,-33.8723,151.283,92
New South Wales,St Luke's Grammar School,Primary,-33.7598,151.284,97
New South Wales,St John the Baptist Catholic Primary School,Primary,-33.7752,151.284,96
New South Wales,Northern Beaches Secondary College Cromer Campus,Secondary,-33.7378,151.284,83
New South Wales,St Luke's Grammar School,Secondary,-33.7598,151.284,97
New South Wales,Wheeler Heights Public School,Primary,-33.7278,151.285,92
New South Wales,Elanora Heights Public School,Primary,-33.7037,151.285,88
New South Wales,Dee Why Public School,Primary,-33.749,151.285,83
New South Wales,Paxton Public School,Primary,-32.901,151.285,74
New South Wales,Harbord Public School,Primary,-33.7727,151.286,96
New South Wales,St Rose Catholic Primary School,Primary,-33.7269,151.286,95
New South Wales,St Mary's Catholic Primary School,Primary,-33.795,151.286,92
New South Wales,Stella Maris College,Secondary,-33.7863,151.286,93
New South Wales,Manly Village Public School,Primary,-33.7994,151.287,95
New South Wales,Mater Maria Catholic College,Secondary,-33.6835,151.287,91
New South Wales,Curl Curl North Public School,Primary,-33.7646,151.289,96
New South Wales,St Kevin's Catholic Primary School,Primary,-33.7545,151.29,87
New South Wales,Kariong Public School,Primary,-33.441,151.29,82
New South Wales,PittWestern Australiater House Schools,Primary,-33.7409,151.291,96
New South Wales,Somersby Public School,Primary,-33.3584,151.291,81
New South Wales,PittWestern Australiater House Schools,Secondary,-33.7409,151.291,97
New South Wales,St Paul's Catholic College,Secondary,-33.8052,151.292,86
New South Wales,Collaroy Plateau Public School,Primary,-33.733,151.293,96
New South Wales,Kariong Mountains High School,Secondary,-33.4304,151.296,76
New South Wales,Narrabeen Lakes Public School,Primary,-33.7203,151.297,84
New South Wales,Narrabeen North Public School,Primary,-33.6999,151.298,91
New South Wales,Narrabeen Sports High School,Secondary,-33.7009,151.298,81
New South Wales,Mona Vale Public School,Primary,-33.677,151.3,96
New South Wales,St Joseph's Catholic Primary School,Primary,-33.713,151.3,95
New South Wales,Sacred Heart Catholic Primary School,Primary,-33.67563,151.30115,99
New South Wales,Sacred Heart Catholic Primary School,Primary,-33.67563,151.30115,93
New South Wales,PittWestern Australiater High School,Secondary,-33.6683,151.303,92
New South Wales,St John the Baptist Catholic Primary School,Primary,-33.5028,151.304,89
New South Wales,Brisbane Western Australiater Secondary College Umina Campus,Secondary,-33.5074,151.308,77
New South Wales,Newport Public School,Primary,-33.6606,151.312,91
New South Wales,Ellalong Public School,Primary,-32.9147,151.312,72
New South Wales,Bilgola Plateau Public School,Primary,-33.644,151.313,94
New South Wales,Umina Beach Public School,Primary,-33.5251,151.314,84
New South Wales,Bellbird Public School,Primary,-32.8594,151.317,77
New South Wales,Woy Woy South Public School,Primary,-33.5036,151.321,80
New South Wales,Avalon Public School,Primary,-33.6396,151.327,92
New South Wales,Point Clare Public School,Primary,-33.4435,151.328,89
New South Wales,Woy Woy Public School,Primary,-33.4917,151.328,77
New South Wales,Maria Regina Catholic Primary School,Primary,-33.6335,151.331,90
New South Wales,Ettalong Public School,Primary,-33.5135,151.333,77
New South Wales,Mount View High School,Secondary,-32.828,151.333,70
New South Wales,St Philip's Christian College - Gosford,Secondary,-33.4083,151.333,89
New South Wales,Gosford Public School,Primary,-33.4208,151.334,96
New South Wales,Narara Valley High School,Secondary,-33.3984,151.334,76
New South Wales,Barrenjoey High School,Secondary,-33.6312,151.334,87
New South Wales,Henry Kendall High School,Secondary,-33.4217,151.335,85
New South Wales,Gosford High School,Secondary,-33.4172,151.341,99
New South Wales,Cessnock West Public School,Primary,-32.8384,151.345,70
New South Wales,St EdWestern Australiard's Christian Brothers' College,Secondary,-33.4383,151.346,85
New South Wales,Rosary Park Catholic School,Primary,-32.6563,151.347,80
New South Wales,St Joseph's Catholic College,Secondary,-33.4369,151.347,84
New South Wales,Wyong Creek Public School,Primary,-33.2671,151.348,85
New South Wales,Nulkaba Public School,Primary,-32.8107,151.348,76
New South Wales,Gosford East Public School,Primary,-33.4376,151.349,85
New South Wales,Pretty Beach Public School,Primary,-33.5262,151.35,91
New South Wales,Our Lady of the Rosary Catholic Primary School,Primary,-33.4127,151.351,91
New South Wales,St Patrick's Catholic Primary School,Primary,-33.4369,151.351,86
New South Wales,Niagara Park Public School,Primary,-33.3841,151.351,84
New South Wales,St Patrick's Primary School,Primary,-32.8355,151.351,82
New South Wales,Branxton Public School,Primary,-32.6594,151.351,72
New South Wales,St Philip's Christian College - Cessnock,Secondary,-32.7942,151.35105,78
New South Wales,Wyoming Public School,Primary,-33.4082,151.356,79
New South Wales,Brisbania Public School,Primary,-33.4788,151.357,79
New South Wales,Valley View Public School,Primary,-33.4002,151.362,82
New South Wales,Green Point Christian College,Primary,-33.4504,151.363,94
New South Wales,Narara Public School,Primary,-33.3879,151.363,85
New South Wales,Green Point Christian College,Secondary,-33.4504,151.363,93
New South Wales,Cessnock Public School,Primary,-32.8404,151.364,67
New South Wales,Ourimbah Public School,Primary,-33.3549,151.368,84
New South Wales,Chertsey Primary School,Primary,-33.4299,151.369,70
New South Wales,Kitchener Public School,Primary,-32.8778,151.37,70
New South Wales,Lisarow High School,Secondary,-33.3853,151.37,78
New South Wales,Lisarow Public School,Primary,-33.3813,151.376,87
New South Wales,Woodport Public School,Primary,-33.4396,151.379,82
New South Wales,Holy Cross Catholic Primary School,Primary,-33.4651,151.38,91
New South Wales,Erina High School,Secondary,-33.4403,151.382,78
New South Wales,Kincumber High School,Secondary,-33.4649,151.383,84
New South Wales,Greta Public School,Primary,-32.68,151.388,77
New South Wales,Central Coast Adventist School,Primary,-33.4363,151.39,92
New South Wales,Central Coast Adventist School,Secondary,-33.4363,151.39,87
New South Wales,Kincumber Public School,Primary,-33.4692,151.392,78
New South Wales,Kearsley Public School,Primary,-32.8572,151.396,77
New South Wales,Central Coast Grammar School,Primary,-33.4257,151.399,99
New South Wales,Central Coast Grammar School,Secondary,-33.4257,151.399,97
New South Wales,Central Coast Steiner School,Secondary,-33.3351,151.404,93
New South Wales,Holgate Public School,Primary,-33.4051,151.408,84
New South Wales,Erina Heights Public School,Primary,-33.428,151.414,85
New South Wales,St Peter's Catholic College,Secondary,-33.3019,151.414,83
New South Wales,Our Lady Star of The Sea Catholic Primary School,Primary,-33.436,151.415,91
New South Wales,Wyong Christian Community School,Primary,-33.2775,151.415,86
New South Wales,Wyong Christian Community School,Secondary,-33.2775,151.415,85
New South Wales,Tuggerah Public School,Primary,-33.313,151.416,85
New South Wales,Wyong High School,Secondary,-33.2813,151.418,70
New South Wales,Tuggerah Lakes Secondary College Berkeley Vale Campus,Secondary,-33.3417,151.425,77
New South Wales,Wyong Public School,Primary,-33.2719,151.426,83
New South Wales,Abermain Public School,Primary,-32.8089,151.426,70
New South Wales,St Cecilia's Catholic Primary School,Primary,-33.2914,151.428,83
New South Wales,Terrigal High School,Secondary,-33.4422,151.429,83
New South Wales,Avoca Beach Public School,Primary,-33.4712,151.431,91
New South Wales,ChittaWestern Australiay Bay Public School,Primary,-33.3264,151.431,80
New South Wales,Berkeley Vale Public School,Primary,-33.3505,151.436,81
New South Wales,St John Fisher Catholic Primary School,Primary,-33.3692,151.437,85
New South Wales,Copacabana Public School,Primary,-33.485,151.437,84
New South Wales,Terrigal Public School,Primary,-33.4424,151.438,85
New South Wales,Cooranbong Public School,Primary,-33.0805,151.442,75
New South Wales,Lakes Grammar - An Anglican School,Primary,-33.2424,151.444,93
New South Wales,Lakes Grammar - An Anglican School,Secondary,-33.2424,151.444,90
New South Wales,Western Australiamberal Public School,Primary,-33.4122,151.448,88
New South Wales,Lochinvar Public School,Primary,-32.7003,151.452,81
New South Wales,Tuggerah Lakes Secondary College Tumbi Umbi Campus,Secondary,-33.3956,151.454,75
New South Wales,Killarney Vale Public School,Primary,-33.3652,151.456,77
New South Wales,St Patrick's Primary School,Primary,-32.69964,151.457,84
New South Wales,St Joseph's College,Secondary,-32.6978,151.458,79
New South Wales,Tacoma Public School,Primary,-33.283,151.459,74
New South Wales,Weston Public School,Primary,-32.809,151.461,69
New South Wales,Avondale School,Primary,-33.0632,151.465,94
New South Wales,Avondale School,Secondary,-33.0632,151.465,88
New South Wales,Brooke Avenue Public School,Primary,-33.3761,151.466,76
New South Wales,Western Australiadalba Community School,Primary,-33.2648,151.467,75
New South Wales,Western Australiadalba Community School,Secondary,-33.2648,151.467,73
New South Wales,MacKillop Catholic College,Primary,-33.2417,151.468,81
New South Wales,MacKillop Catholic College,Secondary,-33.2417,151.468,81
New South Wales,Western Australiarnervale Public School,Primary,-33.2518,151.469,88
New South Wales,Bateau Bay Public School,Primary,-33.3918,151.476,81
New South Wales,Our Lady of the Rosary Catholic Primary School,Primary,-33.3699,151.477,86
New South Wales,Kurri Kurri Public School,Primary,-32.8211,151.478,69
New South Wales,Mulbring Public School,Primary,-32.9013,151.479,75
New South Wales,Pelaw Main Public School,Primary,-32.8311,151.482,78
New South Wales,Wyee Public School,Primary,-33.1748,151.483,75
New South Wales,Woongarrah Public School,Primary,-33.2424,151.484,76
New South Wales,KanWestern Australial Public School,Primary,-33.2625,151.485,78
New South Wales,Holy Spirit Primary School,Primary,-32.8186,151.485,77
New South Wales,St John Vianney's Primary School,Primary,-33.1092,151.485,76
New South Wales,Tuggerawong Public School,Primary,-33.2798,151.486,81
New South Wales,Kurri Kurri High School,Secondary,-32.8101,151.486,68
New South Wales,Morisset High School,Secondary,-33.1047,151.487,73
New South Wales,Morisset Public School,Primary,-33.1032,151.489,77
New South Wales,The Entrance Public School,Primary,-33.3467,151.493,71
New South Wales,Uralla Central School,Primary,-30.6415,151.494,73
New South Wales,Uralla Central School,Secondary,-30.6415,151.494,67
New South Wales,Dora Creek Public School,Primary,-33.079,151.499,75
New South Wales,Blue Haven Public School,Primary,-33.2125,151.503,83
New South Wales,Heritage College Lake Macquarie,Primary,-33.09854,151.50746,86
New South Wales,Heritage College Lake Macquarie,Secondary,-33.09854,151.50746,85
New South Wales,Gorokan High School,Secondary,-33.2422,151.508,75
New South Wales,Gorokan Public School,Primary,-33.2525,151.51,74
New South Wales,Northlakes High School,Secondary,-33.2168,151.513,69
New South Wales,Northlakes Public School,Primary,-33.2145,151.515,79
New South Wales,Bonnells Bay Public School,Primary,-33.1145,151.517,72
New South Wales,Rutherford Public School,Primary,-32.7109,151.528,77
New South Wales,St Paul's Primary School,Primary,-32.721,151.53,83
New South Wales,Gillieston Public School,Primary,-32.7523,151.531,69
New South Wales,Rutherford Technology High School,Secondary,-32.7112,151.531,69
New South Wales,Telarah Public School,Primary,-32.7252,151.532,68
New South Wales,Mannering Park Public School,Primary,-33.1549,151.536,70
New South Wales,AWestern Australiaba Public School,Primary,-33.0106,151.538,78
New South Wales,Gresford Public School,Primary,-32.4276,151.538,73
New South Wales,Budgewoi Public School,Primary,-33.2257,151.549,79
New South Wales,Toukley Public School,Primary,-33.2678,151.55,76
New South Wales,Maitland Public School,Primary,-32.7355,151.553,75
New South Wales,St John the Baptist Primary School,Primary,-32.7381,151.558,92
